FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
1062;Poligono;1036;6;CHIMBORAZO;3;606;GUAMOTE;06D04;COLTA-GUAMOTE;06D04C10;CEBADAS;60402;158.471.199.509;570.774.395.098;8216
1063;Poligono;1037;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C19;SAN LUIS-CACHA (CAB. EN MACHANGARA);60117;51.714.836.634;554.145.859.351;15026
1064;Poligono;1038;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C03;RIOBAMBA;60108;11.372.501.899;419.182.947.847;7867
1065;Poligono;1039;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C18;PUNIN-FLORES;60121;53.700.048.448;854.555.465.063;10522
1066;Poligono;1040;6;CHIMBORAZO;3;603;COLTA;06D04;COLTA-GUAMOTE;06D04C02;VILLA LA UNION (CAJABAMBA);60406;55.974.317.877;940.124.218.683;6281
1067;Poligono;1041;6;CHIMBORAZO;3;603;COLTA;06D04;COLTA-GUAMOTE;06D04C05;SANTIAGO DE QUITO (CAB. EN SAN;60408;38.328.028.226;554.563.266.103;5668
1068;Poligono;1042;6;CHIMBORAZO;3;603;COLTA;06D04;COLTA-GUAMOTE;06D04C01;VILLA LA UNION (CAJABAMBA);60407;57.477.494.862;988.699.019.017;12281
1069;Poligono;1043;6;CHIMBORAZO;3;609;PENIPE;06D05;GUANO-PENIPE;06D05C04;PUELA-EL ALTAR-SAN ANTONIO DE BAYUSHIG-LA CANDELARIA-BILBAO (CAB. EN QUILLUYACU) PANIPE-MATUS;60503;93.803.402.272;366.583.879.984;6732
1070;Poligono;1044;6;CHIMBORAZO;3;607;GUANO;06D05;GUANO-PENIPE;06D05C03;ILAPO-SAN JOSE DE CHAZO-VALPARAISO-SANTA FE DE GALAN;60502;47.588.820.922;103318067.6;4776
1071;Poligono;1045;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C09;RIOBAMBA;60112;7.566.221.684;238.789.397.248;16691
1072;Poligono;1046;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C15;LICAN;60115;27.265.391.162;228.705.369.447;8404
1073;Poligono;1047;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C08;RIOBAMBA;60111;648.204.497;24.350.438.907;15614
1074;Poligono;1048;6;CHIMBORAZO;3;607;GUANO;06D05;GUANO-PENIPE;06D05C01;SAN ANDRES-SAN ISIDRO DE PATULU;60504;79.583.027.808;238.636.184.778;18225
1075;Poligono;1049;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C02;RIOBAMBA;60107;12.008.852.931;510.602.200.026;19760
1076;Poligono;1050;6;CHIMBORAZO;3;607;GUANO;06D05;GUANO-PENIPE;06D05C02;GUANO-LA PROVIDENCIA-GUANANDO-SANGERARDO DE PACAICAGUAN;60501;94.814.738.824;118041538.3;19817
1077;Poligono;1051;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C14;SAN JUAN-CALPI;60118;86.600.998.626;263.947.636.537;13839
1078;Poligono;1052;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C07;RIOBAMBA;60103;4.820.786.891;142.738.990.755;14988
1079;Poligono;1053;6;CHIMBORAZO;3;604;CHAMBO;06D01;RIOBAMBA-CHAMBO;06D01C20;CHAMBO;60119;68.198.747.559;164.181.967.529;11886
1080;Poligono;1054;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C17;LICTO-PUNGALA;60120;101.884.401.597;339.155.435.175;13761
1081;Poligono;1055;6;CHIMBORAZO;3;602;ALAUSI;06D02;ALAUSI-CHUNCHI;06D02C05;ACHUPALLAS;60204;171.286.088.971;973.959.992.494;10529
1082;Poligono;1056;6;CHIMBORAZO;3;605;CHUNCHI;06D02;ALAUSI-CHUNCHI;06D02C06;GONZOL-CHUNCHI;60201;70.003.173.901;151.877.826.776;9134
1083;Poligono;1057;6;CHIMBORAZO;3;602;ALAUSI;06D02;ALAUSI-CHUNCHI;06D02C01;MULTITUD-SIBAMBE-HUIGRA-PISTISHI (NARIZ DEL DIABLO);60206;128.332.544.019;383.988.549.987;8684
1084;Poligono;1058;6;CHIMBORAZO;3;610;CUMANDA;06D03;PALLATANGA-CUMANDA;06D03C01;CUMANDA;60301;83.514.636.222;158.707.489.701;12923
1085;Poligono;1059;6;CHIMBORAZO;3;608;PALLATANGA;06D03;PALLATANGA-CUMANDA;06D03C02;PALLATANGA;60302;94.994.444.082;379.833.865.984;11544
1086;Poligono;1060;6;CHIMBORAZO;3;606;GUAMOTE;06D04;COLTA-GUAMOTE;06D04C06;GUAMOTE;60401;46.729.985.132;643.384.019.989;9340
1087;Poligono;1061;6;CHIMBORAZO;3;606;GUAMOTE;06D04;COLTA-GUAMOTE;06D04C09;PALMIRA;60409;110.086.245.156;248.299.756.864;12297
1088;Poligono;1062;6;CHIMBORAZO;3;606;GUAMOTE;06D04;COLTA-GUAMOTE;06D04C08;GUAMOTE;60404;47.955.196.969;117.719.989.666;9427
1089;Poligono;1063;6;CHIMBORAZO;3;603;COLTA;06D04;COLTA-GUAMOTE;06D04C03;COLUMBE;60405;99.160.138.712;222.828.610.855;15861
1090;Poligono;1064;6;CHIMBORAZO;3;603;COLTA;06D04;COLTA-GUAMOTE;06D04C04;JUAN DE VELASCO (PANGOR)-CAâ€žI;60410;91.418.522.202;365.680.473.544;4880
1091;Poligono;1065;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C16;CUBIJIES-QUIMIAG;60116;83.647.653.982;152.255.275.294;7777
1092;Poligono;1066;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C06;RIOBAMBA;60102;6.651.391.556;197.518.199.279;18855
1093;Poligono;1067;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C11;RIOBAMBA;60104;4.282.667.937;11.015.238.494;12987
1094;Poligono;1068;6;CHIMBORAZO;3;602;ALAUSI;06D02;ALAUSI-CHUNCHI;06D02C04;TIXAN;60207;72.307.264.019;154333498.4;10579
1095;Poligono;1069;6;CHIMBORAZO;3;606;GUAMOTE;06D04;COLTA-GUAMOTE;06D04C07;GUAMOTE;60403;11.133.416.663;220.285.306.986;5873
1096;Poligono;1070;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C05;RIOBAMBA;60110;15.708.312.945;714.384.069.455;4571
1097;Poligono;1071;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C01;RIOBAMBA;60114;22.108.446.613;164.707.771.043;2802
1098;Poligono;1072;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C04;RIOBAMBA;60109;1.139.208.164;59.264.515.258;13283
1099;Poligono;1073;6;CHIMBORAZO;3;602;ALAUSI;06D02;ALAUSI-CHUNCHI;06D02C02;ALAUSI;60202;45.638.822.696;545.477.792.653;10176
1100;Poligono;1074;6;CHIMBORAZO;3;605;CHUNCHI;06D02;ALAUSI-CHUNCHI;06D02C07;CAPZOL-COMPUD-LLAGOS;60205;64.296.426.288;121.512.105.048;3552
1101;Poligono;1075;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C10;RIOBAMBA;60101;3.748.394.413;779.033.614.302;4376
1102;Poligono;1076;6;CHIMBORAZO;3;602;ALAUSI;06D02;ALAUSI-CHUNCHI;06D02C03;GUASUNTOS-PUMALLACTA-SEVILLA;60203;45.295.874.605;911.447.376.718;4121
1103;Poligono;1077;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C13;RIOBAMBA;60113;9.078.811.419;393.388.942.725;3039
1104;Poligono;1078;6;CHIMBORAZO;3;601;RIOBAMBA;06D01;RIOBAMBA-CHAMBO;06D01C12;RIOBAMBA;60105;10.777.488.961;496.658.029.331;9230
1105;Poligono;1079;22;ORELLANA;2;2202;AGUARICO;22D03;AGUARICO;22D03C01;CONONACO;220303;687.256.580.592;6607022355;519
1106;Poligono;1080;22;ORELLANA;2;2203;LA JOYA DE LOS SACHAS;22D01;LA JOYA DE LOS SACHAS;22D01C01;SAN CARLOS-SAN SEBASTIAN DEL COCA;220104;15.213.902.485;419.309.049.687;6200
1107;Poligono;1081;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C09;EL EDEN-ALEJANDRO LABAKA;220209;379.286.659.741;1849674776;2137
1108;Poligono;1082;22;ORELLANA;2;2202;AGUARICO;22D03;AGUARICO;22D03C03;SANTA MARIA DE HUIRIRIMA-CAP. AUGUSTO RIVADENEYRA;220302;251.383.983.138;1512747915;1430
1109;Poligono;1083;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C10;INES ARANGO;220210;283.124.560.598;1473552267;3038
1110;Poligono;1084;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C08;DAYUMA-TARACOA (CAB. EN NUEVA ESPERANZA: YUCA)-EL DORADO;220205;302.180.989.485;1783664241;10552
1111;Poligono;1085;22;ORELLANA;2;2203;LA JOYA DE LOS SACHAS;22D01;LA JOYA DE LOS SACHAS;22D01C04;UNIÃ®N MILAGREâ€žA-POMPEYA;220103;92.807.730.258;236.396.181.994;4104
1112;Poligono;1086;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C11;SAN LUIS DE ARMENIA;220204;151.659.823.907;319.543.071.173;2012
1113;Poligono;1087;22;ORELLANA;2;2204;LORETO;22D02;ORELLANA-LORETO;22D02C03;SAN JOSE DE PAYAMINO;220208;209.412.992.831;835.208.257.942;3125
1114;Poligono;1088;22;ORELLANA;2;2204;LORETO;22D02;ORELLANA-LORETO;22D02C02;LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO;220207;183.791.945.476;620.432.722.787;11845
1115;Poligono;1089;22;ORELLANA;2;2201;ORELLANA;22D02;ORELLANA-LORETO;22D02C06;NUEVO PARAISO-SAN JOSE DE GUAYUSA;220202;19.492.807.263;766.996.790.344;4668
1116;Poligono;1090;14;MORONA SANTIAGO;6;1410;LOGROÑO;14D03;LOGROÑO-SUCUA;14D03C04;YAUPI;140304;136.300.928.224;856.411.868.933;1777
1117;Poligono;1091;14;MORONA SANTIAGO;6;1402;GUALAQUIZA;14D04;GUALAQUIZA-SAN JUAN BOSCO;14D04C05;GUALAQUIZA;140401;100.699.143.591;381.793.132.856;9230
1118;Poligono;1092;14;MORONA SANTIAGO;6;1408;SAN JUAN BOSCO;14D04;GUALAQUIZA-SAN JUAN BOSCO;14D04C06;SAN JUAN BOSCO-PANDE AZUCAR-SAN JACINTO DE WAKAMBEIS;140402;116.139.352.647;286.234.381.121;2644
1119;Poligono;1093;14;MORONA SANTIAGO;6;1402;GUALAQUIZA;14D04;GUALAQUIZA-SAN JUAN BOSCO;14D04C01;BERMEJOS-CHIGUINDA-EL ROSARIO;140406;104.102.858.887;483.123.883.828;1383
1120;Poligono;1094;14;MORONA SANTIAGO;6;1402;GUALAQUIZA;14D04;GUALAQUIZA-SAN JUAN BOSCO;14D04C03;SAN MIGUEL DE CUYES;140407;70.073.319.307;220.507.030.152;184
1121;Poligono;1095;14;MORONA SANTIAGO;6;1401;MORONA;14D01;MORONA;14D01C01;SAN ISIDRO-GENERAL PROAâ€žO;140102;73.842.258.887;195.661.122.156;3376
1122;Poligono;1096;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C12;CUENCA_TOTOROCOHA;10104;3.951.410.524;882.763.624.126;12278
1123;Poligono;1097;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C10;CUENCA_MACHANGARA;10113;21.093.018.562;410.608.234.962;10558
1124;Poligono;1098;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C09;CUENCA_SAN SEBASTIAN;10209;11.397.500.144;43.918.565.631;24751
1125;Poligono;1099;1;AZUAY;6;113;SEVILLA DE ORO;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C04;AMALUZA-PALAMAS;10603;95.197.284.799;250.479.889.975;3643
1126;Poligono;1100;1;AZUAY;6;111;CHORDELEG;01D04;GUALACEO-CHORDELEG;01D04C07;SAN MARTIN DE PUZHIO-LUIS GALARZA ORELLANA (CAB. EN DELEGSOL)-PRINCIPAL-CHORDELEG-LA UNION;10404;59.174.164.597;105.225.387.969;12556
1127;Poligono;1101;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C06;CUENCA_EL VECINO;10101;6.715.653.328;159.251.141.311;18345
1128;Poligono;1102;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C11;CUENCA_TOTOROCOHA;10103;9.187.572.976;205.463.656.542;13508
1129;Poligono;1103;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C09;CUENCA_MACHANGARA;10114;28.953.119.513;105.909.484.661;12982
1130;Poligono;1104;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C06;CUENCA_HUAYNA CAPAC;10204;11.010.224.609;508.320.440.485;16409
1131;Poligono;1105;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C05;CUENCA_MONAY;10210;1.204.648.816;565.515.809.057;22074
1132;Poligono;1106;1;AZUAY;6;109;SIGSIG;01D08;SIGSIG;01D08C02;JIMA (GIMA);10801;78.121.444.586;192.490.308.969;2886
1133;Poligono;1107;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C04;GUALACEO;10402;2.735.869.658;241.409.386.895;19112
1134;Poligono;1108;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C05;GUALACEO;10401;22.348.052.501;18.536.669.696;2347
1135;Poligono;1109;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C02;JADAN;10407;35.051.186.707;52.090.617.149;4325
1136;Poligono;1110;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C03;ZHIDMAD;10406;34.571.837.554;433.267.675.602;2745
1137;Poligono;1111;1;AZUAY;6;104;NABON;01D05;NABON-Oâ€žA;01D05C01;NABON-COCHAPATA;10503;123.238.786.708;351.676.171.983;12598
1138;Poligono;1112;1;AZUAY;6;110;Oâ€žA;01D05;NABON-Oâ€žA;01D05C03;SUSUDEL-SAN FELIPE DE Oâ€žA;10501;115.965.874.543;293.905.576.197;3583
1139;Poligono;1113;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C14;SAYAUSI;10117;101.439.181.761;365.486.184.074;8365
1140;Poligono;1114;1;AZUAY;6;104;NABON;01D05;NABON-Oâ€žA;01D05C02;EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA);10502;93.791.600.596;280.733.162.114;3293
1141;Poligono;1115;1;AZUAY;6;105;PAUTE;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C01;GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO);10602;76.833.999.416;151.451.901.666;6269
1142;Poligono;1116;1;AZUAY;6;105;PAUTE;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C02;SAN CRISTOBAL (CARLOS ORDOâ€žEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE;10606;66.314.907.766;117.988.713.146;19192
1143;Poligono;1117;1;AZUAY;6;114;GUACHAPALA;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C06;GUACHAPALA;10601;4.034.517.688;400.087.665.675;3419
1144;Poligono;1118;1;AZUAY;6;113;SEVILLA DE ORO;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C05;SEVILLA DE ORO;10604;42.249.380.703;644.975.081.411;2245
1145;Poligono;1119;1;AZUAY;6;115;CAMILO PONCE ENRIQUEZ;01D07;CAMILO PONCE ENRIQUEZ;01D07C01;CAMILO PONCE ENRIQUEZ;10701;24.547.343.389;188.341.399.927;2523
1146;Poligono;1120;1;AZUAY;6;115;CAMILO PONCE ENRIQUEZ;01D07;CAMILO PONCE ENRIQUEZ;01D07C03;EL CARMEN DE PIJILI;10702;108.761.520.044;370.534.518.686;4594
1147;Poligono;1121;1;AZUAY;6;115;CAMILO PONCE ENRIQUEZ;01D07;CAMILO PONCE ENRIQUEZ;01D07C02;CAMILO PONCE ENRIQUEZ;10703;8.636.783.444;249995658;14891
1148;Poligono;1122;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C17;SANTA ANA;10215;44.550.665.327;430.486.040.377;5366
1149;Poligono;1123;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C19;VALLE;10212;30.525.714.939;265.550.252.145;9944
1150;Poligono;1132;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C04;CUENCA_BELLAVISTA;10109;4.679.317.552;112.639.673.839;10670
1151;Poligono;1133;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C04;CUENCA_SUCRE;10203;6.425.009.121;193.737.528.016;11471
1152;Poligono;1134;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C18;VALLE;10211;27.128.052.295;16.559.459.803;14146
1153;Poligono;1135;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C05;CUENCA_EL VECINO;10102;9.652.375.394;207.488.880.342;14377
1154;Poligono;1136;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C01;CUENCA_CAâ€žARIBAMBA;10105;4.696.726.911;113.918.141.876;11938
1155;Poligono;1137;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C04;CUENCA_SUCRE;10202;6.003.007.096;164.930.991.122;13004
1156;Poligono;1138;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C02;CUENCA_YANUNCAY;10205;872.523.193;258.535.249.493;15127
1157;Poligono;1139;1;AZUAY;6;107;SAN FERNANDO;01D03;GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL;01D03C05;SAN FERNANDO-CHUMBLIN;10302;61.803.815.303;141962705.9;3993
1158;Poligono;1140;1;AZUAY;6;108;SANTA ISABEL;01D03;GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL;01D03C06;ABDON CALDERON (LA UNION)-SANTA ISABEL (CHAGUARURCO)-ZHAGLLI (SHAGLLI );10301;157.111.074.366;604.286.227.886;18393
1159;Poligono;1141;1;AZUAY;6;106;PUCARA;01D03;GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL;01D03C03;PUCARA;10306;100.185.752.105;281.723.985.033;4658
1160;Poligono;1142;1;AZUAY;6;106;PUCARA;01D03;GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL;01D03C02;SAN RAFAEL DE SHARUG;10304;36.782.885.649;692.308.253.895;1837
1161;Poligono;1143;1;AZUAY;6;106;PUCARA;01D03;GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL;01D03C04;PUCARA;10305;11.075.613.174;234.132.716.512;3558
1162;Poligono;1144;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C06;DANIEL CORDOVA TORAL (EL ORIENTE)-REMIGIO CRESPO TORAL (GULAG)-LUIS CORDERO VEGA-MARIANO MORENO;10403;82.106.755.805;164.266.158.754;7794
1163;Poligono;1145;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C16;PACCHA-NULTI;10115;42.547.804.623;524.576.421.783;10760
1164;Poligono;1146;1;AZUAY;6;109;SIGSIG;01D08;SIGSIG;01D08C03;LUDO-SAN JOSE DE RARANGA;10802;61.409.522.204;129.462.507.882;5717
1165;Poligono;1147;1;AZUAY;6;109;SIGSIG;01D08;SIGSIG;01D08C01;SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL);10803;105.906.109.206;354.133.191.675;18307
1166;Poligono;1148;1;AZUAY;6;103;GUALACEO;01D04;GUALACEO-CHORDELEG;01D04C01;SAN JUAN-SIMON BOLIVAR (CAB. EN GAâ€žANZOL);10405;36.870.715.153;476.053.884.183;6433
1167;Poligono;1149;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C14;TURI;10213;23.575.152.026;26.643.369.737;9002
1168;Poligono;1150;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C13;CUENCA_GIL RAMIREZ DAVALOS;10108;3.337.308.199;62.494.132.144;7140
1169;Poligono;1151;1;AZUAY;6;112;EL PAN;01D06;EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO;01D06C03;EL PAN-SAN VICENTE;10605;6.582.087.911;132.628.035.889;3034
1170;Poligono;1152;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C12;BAâ€žOS;10214;117.147.094.765;326.877.384.723;17222
