FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
626;Poligono;1127;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C11;CHAUCHA;10219;88.641.481.346;312.979.643.839;1297
627;Poligono;1128;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C10;MOLLETURO;10220;203.249.437.107;977069377.1;7166
628;Poligono;1129;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C01;CUENCA_YANUNCAY;10206;13.355.649.178;566.979.715.705;22067
629;Poligono;1130;1;AZUAY;6;101;CUENCA;01D02;BAâ€žOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY;01D02C08;CUENCA_SAN SEBASTIAN;10208;1.880.684.884;877.104.722.455;13345
630;Poligono;1131;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C07;CUENCA_EL SAGRARIO;10107;3.937.085.534;748.834.409.846;6806
631;Poligono;1178;7;EL ORO;7;711;PORTOVELO;07D03;ATAHUALPA-PORTOVELO-ZARUMA;07D03C04;SALATI;70309;65.557.518.911;150.161.095.098;1027
632;Poligono;1179;7;EL ORO;7;713;ZARUMA;07D03;ATAHUALPA-PORTOVELO-ZARUMA;07D03C07;GUIZHAGUIâ€žA-SALVIAS-SINSAO;70303;105.081.569.181;299.940.681.542;3788
633;Poligono;1180;7;EL ORO;7;703;ATAHUALPA;07D03;ATAHUALPA-PORTOVELO-ZARUMA;07D03C01;CORDONCILLO-PACCHA-AYAPAMBA-SAN JOSE-MILAGRO;70305;87.105.784.746;184.557.788.818;5538
634;Poligono;1181;7;EL ORO;7;711;PORTOVELO;07D03;ATAHUALPA-PORTOVELO-ZARUMA;07D03C03;MORALES-CURTINCAPA;70307;60.403.024.966;971.906.225.431;1177
635;Poligono;1182;7;EL ORO;7;711;PORTOVELO;07D03;ATAHUALPA-PORTOVELO-ZARUMA;07D03C05;PORTOVELO;70304;35.310.082.142;38.363.528.378;10001
636;Poligono;1183;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C06;MACHALA;70207;3.991.791.633;655.802.499.734;8302
637;Poligono;1184;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C13;MACHALA;70205;4.278.263.069;797.182.098.707;10572
638;Poligono;1185;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C03;MACHALA;70213;7.216.299.366;180.270.477.957;10754
639;Poligono;1186;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C16;MACHALA;70222;4.752.209.682;955.633.617.625;8
640;Poligono;1187;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C16;MACHALA;70203;4.186.030.607;838.637.538.697;10704
641;Poligono;1188;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C04;MACHALA;70218;110.836.858;344.563.969.019;14484
642;Poligono;1189;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C18;MACHALA;70214;5.057.492.646;878.912.709.265;14484
643;Poligono;1190;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C11;MACHALA;70206;4.155.300.086;831.510.330.468;6861
644;Poligono;1191;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C07;MACHALA;70201;4.359.688.218;998.656.782.174;7591
645;Poligono;1192;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C08;MACHALA;70202;4.915.956.568;130.853.446.564;10550
646;Poligono;1193;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C09;MACHALA;70211;7.070.779.321;137.227.560.321;12124
647;Poligono;1194;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C10;MACHALA;70204;4.408.772.521;81.668.444.884;10003
648;Poligono;1195;7;EL ORO;7;701;MACHALA;07D02;MACHALA;07D02C05;MACHALA;70212;5.815.768.092;136.375.012.938;11312
649;Poligono;1196;7;EL ORO;7;709;PASAJE;07D01;CHILLA-EL GUABO-PASAJE;07D01C12;PASAJE;70109;41.222.142.951;825.973.770.038;336
650;Poligono;589;2;BOLIVAR;5;203;CHIMBO;02D03;CHIMBO-SAN MIGUEL;02D03C01;TELIMBELA;20306;66.123.755.378;158.211.714.481;3254
651;Poligono;590;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C03;GUARANDA;20102;65.638.267.639;137.988.897.921;11501
652;Poligono;591;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C02;GUARANDA;20103;16.876.166.767;805.586.723.772;7943
653;Poligono;592;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C11;SANTAFE (SANTA FE)-JULIO E. MORENO (CATANAHUAN GRANDE)-SAN SIMON (YACOTO)-SANLORENZO;20105;113.223.735.545;301.982.785.645;10792
654;Poligono;593;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C06;GUARANDA;20106;89.993.188.637;194.902.373.901;8294
655;Poligono;594;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C09;SALINAS;20108;118.905.596.257;469.637.197.758;5821
656;Poligono;595;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C07;SIMIATUG;20109;91.755.238.207;312.867.185.642;11246
657;Poligono;596;2;BOLIVAR;5;206;CALUMA;02D04;ECHANDIA-CALUMA-LAS NAVES;02D04C02;CALUMA;20403;89.583.742.211;176.849.587.114;13124
658;Poligono;597;2;BOLIVAR;5;204;ECHEANDIA;02D04;ECHANDIA-CALUMA-LAS NAVES;02D04C01;ECHEANDIA;20401;87.500.230.117;230.614.466.178;12114
659;Poligono;598;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C01;GUARANDA;20104;13.515.992.105;705.164.909.034;11450
660;Poligono;599;2;BOLIVAR;5;205;SAN MIGUEL;02D03;CHIMBO-SAN MIGUEL;02D03C06;SANTIAGO-SAN VICENTE;20303;55.447.286.149;855.772.272.039;2893
661;Poligono;600;2;BOLIVAR;5;201;GUARANDA;02D01;GUARANDA;02D01C04;GUARANDA;20101;21.985.571.782;122.750.127.461;10300
662;Poligono;601;2;BOLIVAR;5;203;CHIMBO;02D03;CHIMBO-SAN MIGUEL;02D03C03;SAN SEBASTIAN-SAN JOSE DE CHIMBO;20302;37.004.683.117;25.680.142.089;6767
663;Poligono;602;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C02;TULCAN;40107;28.372.258.445;830.002.490.069;8050
664;Poligono;603;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C13;URBINA (TAYA);40105;32.484.338.316;410.923.323.969;2191
665;Poligono;604;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C10;JULIO ANDRADE (OREJUELA)-EL CARMELO (EL PUN);40109;7.896.563.895;164.104.158.779;12417
666;Poligono;605;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C11;TUFIâ€žO;40112;84.026.710.459;176120945.1;2314
667;Poligono;606;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C12;MALDONADO-TOBAR DONOSO (LA BOCANA DE CAMUNBI)-EL CHICAL;40113;293.716.165.224;1271205734;5996
668;Poligono;607;4;CARCHI;1;405;MONTUFAR;04D02;BOLIVAR-MONTUFAR;04D02C06;CRISTOBAL COLON-FERNANDEZ SALVADOR-PIARTAL-CHITAN DE NAVARRETE;40207;81.730.268.992;119.506.971.496;6003
669;Poligono;608;4;CARCHI;1;405;MONTUFAR;04D02;BOLIVAR-MONTUFAR;04D02C07;LA PAZ;40202;62.919.877.074;112.025.461.745;3430
670;Poligono;609;4;CARCHI;1;402;BOLIVAR;04D02;BOLIVAR-MONTUFAR;04D02C01;LOS ANDES-BOLIVAR;40201;7.596.056.984;161627015.3;7475
671;Poligono;610;4;CARCHI;1;403;ESPEJO;04D03;ESPEJO-MIRA;04D03C01;SAN ISIDRO-LA LIBERTAD (ALIZO)-EL ANGEL;40301;94.723.118.165;315.837.179.576;12548
672;Poligono;611;4;CARCHI;1;404;MIRA;04D03;ESPEJO-MIRA;04D03C03;CONCEPCION-JIJON Y CAAMAâ€žO (CAB. EN RIO BLANCO);40303;185.433.550.498;432.249.462.848;4880
673;Poligono;612;4;CARCHI;1;406;SAN PEDRO DE HUACA;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C01;HUACA-MARISCAL SUCRE;40110;54.114.642.874;704.510.215.809;7628
674;Poligono;613;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C05;TULCAN;40106;65.372.353.943;970.572.590.297;9904
675;Poligono;614;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C06;TULCAN;40101;6.593.189.167;136.293.808.505;7744
676;Poligono;615;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C08;TULCAN;40102;4.621.482.464;709.095.035.318;7354
677;Poligono;616;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C04;TULCAN;40108;23.929.643.785;125.813.362.601;7730
678;Poligono;617;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C07;TULCAN;40103;12.364.229.619;24.359.859.593;9674
679;Poligono;618;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C03;TULCAN;40104;44.464.522.572;140.196.531.068;9939
680;Poligono;619;4;CARCHI;1;401;TULCAN;04D01;TULCAN-SAN PEDRO DE HUACA;04D01C09;PIOTER-SANTA MARTHA DE CUBA;40111;27.402.232.712;34.976.789.757;3085
681;Poligono;620;4;CARCHI;1;405;MONTUFAR;04D02;BOLIVAR-MONTUFAR;04D02C05;SAN GABRIEL;40206;55.261.700.041;922.310.024.513;10767
682;Poligono;621;4;CARCHI;1;402;BOLIVAR;04D02;BOLIVAR-MONTUFAR;04D02C03;SAN VICENTE DE PUSIR-GARCIA MORENO;40204;6.219.895.227;970.222.097.834;3441
683;Poligono;622;4;CARCHI;1;402;BOLIVAR;04D02;BOLIVAR-MONTUFAR;04D02C02;SAN RAFAEL-MONTE OLIVO;40203;52.033.820.394;97.729.571.627;3431
684;Poligono;623;4;CARCHI;1;405;MONTUFAR;04D02;BOLIVAR-MONTUFAR;04D02C04;SAN GABRIEL;40205;45.212.814.913;618.361.586.042;10317
685;Poligono;624;4;CARCHI;1;403;ESPEJO;04D03;ESPEJO-MIRA;04D03C02;EL GOALTAL;40304;70.265.975.968;243825929.4;816
686;Poligono;625;4;CARCHI;1;404;MIRA;04D03;ESPEJO-MIRA;04D03C04;JUAN MONTALVO (SAN IGNACIO DE QUIL)-MIRA (CHONTAHUASI);40302;74.404.661.503;151.649.057.222;7302
687;Poligono;626;5;COTOPAXI;3;505;SALCEDO;05D06;SALCEDO;05D06C02;SAN MIGUEL;50602;94.839.340.766;180332310.2;31340
688;Poligono;627;5;COTOPAXI;3;502;LA MANA;05D02;LA MANA;05D02C02;LA MANA;50202;57.874.770.498;124.964.868.328;15654
689;Poligono;628;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C10;PUJILI;50405;63.633.463.621;126.769.088.856;9380
690;Poligono;629;5;COTOPAXI;3;503;PANGUA;05D03;PANGUA;05D03C03;EL CORAZON;50301;110.436.160.858;160.801.728.151;6565
691;Poligono;630;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C01;TOACASO;50115;72.467.935.789;182655528.5;7674
692;Poligono;631;5;COTOPAXI;3;502;LA MANA;05D02;LA MANA;05D02C03;LA MANA;50201;58.901.880.821;104146620;20600
693;Poligono;632;5;COTOPAXI;3;503;PANGUA;05D03;PANGUA;05D03C01;MORASPUNGO;50304;9.889.690.488;436.822.710.903;12378
694;Poligono;633;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C08;PUJILI;50404;43.049.184.772;772.530.073.077;7546
695;Poligono;634;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C09;PUJILI;50401;42.036.557.385;633.699.077.892;16504
696;Poligono;635;5;COTOPAXI;3;502;LA MANA;05D02;LA MANA;05D02C01;PUCAYACU-GUASAGANDA (CAB. EN GUASAGANDA CENTRO);50203;11.449.662.621;428042986.6;5962
697;Poligono;636;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C04;ANGAMARCA;50409;81.805.576.171;269.819.755.715;5249
698;Poligono;637;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C11;LATACUNGA;50105;21.996.755.051;23512262.63;10917
699;Poligono;638;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C06;ZUMBAHUA;50408;91.376.910.696;210.298.352.987;12643
700;Poligono;639;5;COTOPAXI;3;506;SAQUISILI;05D04;PUJILI-SAQUISILI;05D04C02;COCHAPAMBA-CANCHAGUA;50407;77.038.832.869;161.420.983.063;10892
701;Poligono;640;5;COTOPAXI;3;506;SAQUISILI;05D04;PUJILI-SAQUISILI;05D04C01;CHANTILIN-SAQUISILI;50403;44.717.383.594;440.870.557.724;14440
702;Poligono;641;5;COTOPAXI;3;507;SIGCHOS;05D05;SIGCHOS;05D05C03;CHUGCHILLAN;50503;8.504.903.074;242.494.378.611;7811
703;Poligono;642;5;COTOPAXI;3;505;SALCEDO;05D06;SALCEDO;05D06C03;MULALILLO-PANSALEO-ANTONIO JOSE HOLGUIN (SANTA LUCIA);50603;50.570.852.956;655.071.474.302;12500
704;Poligono;643;5;COTOPAXI;3;505;SALCEDO;05D06;SALCEDO;05D06C01;CUSUBAMBA;50604;68.918.254.727;192.154.128.928;7200
705;Poligono;644;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C16;BELISARIO QUEVEDO (GUANAILIN);50114;38.713.983.328;497.724.674.928;6359
706;Poligono;645;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C13;LATACUNGA;50109;33.421.849.016;270.804.452.096;6259
707;Poligono;646;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C02;MULALO;50117;107.571.622.911;438.185.266.404;8101
708;Poligono;647;5;COTOPAXI;3;503;PANGUA;05D03;PANGUA;05D03C04;RAMON CAMPAâ€žA;50303;57.070.606.966;923.722.196.589;1994
709;Poligono;648;5;COTOPAXI;3;503;PANGUA;05D03;PANGUA;05D03C02;PINLLOPATA;50302;33.005.271.893;315.281.469.202;1030
710;Poligono;649;5;COTOPAXI;3;507;SIGCHOS;05D05;SIGCHOS;05D05C04;ISINLIVI;50502;42.078.796.407;843.532.075.481;3227
711;Poligono;650;5;COTOPAXI;3;507;SIGCHOS;05D05;SIGCHOS;05D05C01;SIGCHOS;50501;172.539.335.496;777.305.453.181;7933
712;Poligono;651;5;COTOPAXI;3;507;SIGCHOS;05D05;SIGCHOS;05D05C02;PALO QUEMADO-LAS PAMPAS;50504;86.881.820.952;247.887.300.028;2973
713;Poligono;652;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C07;GUANGAJE;50406;81.627.517.463;130.410.503.727;8025
714;Poligono;653;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C11;LA VICTORIA;50402;19.513.965.635;204.512.479.671;3010
715;Poligono;654;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C07;LATACUNGA;50102;15.023.039.523;966.732.641.848;12182
716;Poligono;655;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C05;POALO-11 DE NOVIEMBRE (ILINCHISI);50110;59.640.199.274;672.041.073.812;7702
717;Poligono;656;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C12;LATACUNGA;50103;18.601.234.552;14.158.660.312;9082
718;Poligono;657;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C15;LATACUNGA;50104;15.975.939.852;414.555.043.278;12054
719;Poligono;658;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C14;LATACUNGA;50101;15.144.689.206;543.437.671.587;12277
720;Poligono;659;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C09;LATACUNGA;50107;1.605.184.754;541.792.839.729;8943
721;Poligono;660;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C10;LATACUNGA;50106;18.157.349.983;109.271.037.825;12048
722;Poligono;661;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C08;LATACUNGA;50108;18.044.297.066;894.712.643.318;10009
723;Poligono;662;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C04;JOSEGUANGO BAJO-ALAQUES (ALAQUEZ);50112;82.743.506.692;165.271.110.795;8354
724;Poligono;663;5;COTOPAXI;3;505;SALCEDO;05D06;SALCEDO;05D06C04;MULLIQUINDIL (SANTA ANA);50601;32.293.994.954;481.703.861.045;7176
725;Poligono;664;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C18;GUAITACAMA (GUAYTACAMA);50111;33.041.141.415;283.307.761.735;9653
726;Poligono;665;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C06;LATACUNGA;50113;62.325.420.838;155.208.091.076;4593
727;Poligono;666;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C03;TANICUCHI;50116;48.063.542.887;538.952.803.122;12829
728;Poligono;667;5;COTOPAXI;3;501;LATACUNGA;05D01;LATACUNGA;05D01C17;SAN JUAN DE PASTOCALLE;50118;54.046.404.672;136.492.021.169;11448
729;Poligono;668;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C03;TINGO;50411;88.956.868.995;194.567.960.715;4051
730;Poligono;669;5;COTOPAXI;3;504;PUJILI;05D04;PUJILI-SAQUISILI;05D04C05;PILALO;50410;6.904.705.696;207.485.716.487;2640
731;Poligono;670;10;IMBABURA;1;1004;OTAVALO;10D02;ANTONIO ANTE-OTAVALO;10D02C16;SELVA ALEGRE (CAB. EN SAN MIGUEL DE P.);100217;80.462.529.976;133.055.308.203;1601
732;Poligono;671;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C02;QUIROGA;100303;73.392.218.149;683.347.931.367;6431
733;Poligono;672;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C01;COTACACHI;100301;4.533.199.783;710.125.748.528;17167
734;Poligono;673;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C05;IMANTAG;100302;1.058.208.529;212.528.954.731;4941
735;Poligono;674;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C04;6 DE JULIO DE CUELLAJE (CAB EN CUELLAJE)-PLAZA GUTIERREZ (CALVARIO)-APUELA;100304;110.731.393.006;473.685.459.617;4100
736;Poligono;675;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C03;VACAS GALINDO (CAB. EN SAN MIGUEL ALTO)-PEâ€žAHERRERA;100305;67.552.486.353;164.250.434.907;2342
737;Poligono;676;10;IMBABURA;1;1005;PIMAMPIRO;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C19;CHUGA-PIMAMPIRO-MARIANO ACOSTA-SAN  FCO. DE SIGSIPAMBA;100118;105.973.887.056;443.388.465.621;12970
738;Poligono;677;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C04;SAN MIGUEL DE IBARRA;100106;20.605.699.073;726.610.609.522;12637
739;Poligono;678;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C14;AMBUQUI;100117;76.521.375.187;128.158.516.829;5481
740;Poligono;679;10;IMBABURA;1;1003;COTACACHI;10D03;COTACACHI;10D03C06;GARCIA MORENO (LLURIMAGUA);100306;144.523.551.825;697.311.023.662;5058
741;Poligono;680;10;IMBABURA;1;1002;ANTONIO ANTE;10D02;ANTONIO ANTE-OTAVALO;10D02C04;IMBAYA (SAN LUIS DE COBUENDO)-SAN JOSE DE CHALTURA-SAN FCO. DE NATABUELA;100212;52.616.160.781;39.118.181.949;10125
742;Poligono;681;10;IMBABURA;1;1004;OTAVALO;10D02;ANTONIO ANTE-OTAVALO;10D02C05;OTAVALO;100203;26.541.681.102;181.107.425.491;6486
743;Poligono;682;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C05;SAN MIGUEL DE IBARRA;100101;6.242.629.431;134.822.591.885;10347
744;Poligono;683;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C10;SAN MIGUEL DE IBARRA;100103;472.656.058;116.176.532.784;9698
745;Poligono;684;10;IMBABURA;1;1006;SAN MIGUEL DE URCUQUI;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C22;LA MERCED DE BUENOS AIRES;100120;111.830.006.527;435.905.807.805;1893
746;Poligono;685;10;IMBABURA;1;1006;SAN MIGUEL DE URCUQUI;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C21;PABLO ARENAS-CAHUASQUI;100115;59.699.856.576;157.673.542.531;3933
747;Poligono;686;10;IMBABURA;1;1002;ANTONIO ANTE;10D02;ANTONIO ANTE-OTAVALO;10D02C02;ATUNTAQUI;100210;23.568.275.312;147.774.085.263;12271
748;Poligono;687;10;IMBABURA;1;1002;ANTONIO ANTE;10D02;ANTONIO ANTE-OTAVALO;10D02C01;ATUNTAQUI;100211;23.366.768.619;115.387.264.182;11024
749;Poligono;688;10;IMBABURA;1;1002;ANTONIO ANTE;10D02;ANTONIO ANTE-OTAVALO;10D02C03;SAN ROQUE;100209;26.738.631.312;166.266.862.366;10142
750;Poligono;689;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C09;SAN MIGUEL DE IBARRA;100109;15.451.601.855;800.026.764.809;11476
751;Poligono;690;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C11;SAN MIGUEL DE IBARRA;100104;6.884.285.204;218.252.334.261;14159
752;Poligono;691;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C06;SAN MIGUEL DE IBARRA;100107;13.179.897.189;528.545.392.191;12113
753;Poligono;692;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C13;SAN ANTONIO;100113;31.639.355.456;272.630.284.519;17478
754;Poligono;693;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C02;SAN MIGUEL DE IBARRA;100112;28.785.365.027;307.399.813.329;15478
755;Poligono;694;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C18;ANGOCHAGUA-LA ESPERANZA;100119;69.273.465.676;154.155.445.234;10628
756;Poligono;695;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C03;SAN MIGUEL DE IBARRA;100111;34.338.149.559;372.528.807.116;12472
757;Poligono;696;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C12;SAN MIGUEL DE IBARRA;100110;68.574.918.538;69.274.413.607;8426
758;Poligono;697;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C16;SALINAS;100116;39.398.124.532;400.251.228.687;1739
759;Poligono;698;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C15;CAROLINA;100121;99.985.317.374;312.748.199.764;2738
760;Poligono;699;10;IMBABURA;1;1001;IBARRA;10D01;IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI;10D01C17;LITA;100122;79.780.442.238;201.624.024.258;3348
761;Poligono;700;10;IMBABURA;1;1004;OTAVALO;10D02;ANTONIO ANTE-OTAVALO;10D02C12;SAN PABLO;100204;35.982.372.498;65.225.109.134;9901
762;Poligono;701;10;IMBABURA;1;1004;OTAVALO;10D02;ANTONIO ANTE-OTAVALO;10D02C09;OTAVALO;100213;41.142.662.961;421.117.592.141;4403
763;Poligono;702;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C22;JIMBILLA;110119;53.305.499.797;101.937.970.965;1114
764;Poligono;703;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C19;LOJA;110109;13.143.820.093;618.480.127.312;15596
765;Poligono;704;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C06;LOJA;110114;2.765.064.891;259.109.180.189;15876
766;Poligono;705;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C01;VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA;110120;85.563.465.439;227.032.117.143;6067
767;Poligono;706;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C17;LOJA;110111;48.540.153.266;606.933.939.387;16450
768;Poligono;707;11;LOJA;7;1106;ESPINDOLA;11D05;ESPINDOLA;11D05C01;JIMBURA-BELLAVISTA;110502;90.335.037.155;173795416.8;4646
769;Poligono;708;11;LOJA;7;1106;ESPINDOLA;11D05;ESPINDOLA;11D05C03;SANTA TERESITA-AMALUZA;110501;6.863.317.817;199.904.922.846;5194
770;Poligono;709;11;LOJA;7;1106;ESPINDOLA;11D05;ESPINDOLA;11D05C02;EL AIRO-27 DE ABRIL (CAB EN LA NARANJA)-EL INGENIO;110503;66.976.191.837;141.855.320.977;4954
771;Poligono;710;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C08;LOJA;110102;4.235.793.475;9.200.106.911;11244
772;Poligono;711;11;LOJA;7;1101;LOJA;11D01;LOJA;11D01C12;LOJA;110107;18.755.898.134;111.558.460.214;15799
